DATA ZAWARCIA TRANSAKCJI;MIASTO;DZIELNICA;ULICA;RODZAJ RYNKU;CENA NABYCIA;POWIERZCHNIA MIESZKANIA;CENA ZA 1 MKW;POŁOŻENIE NA KONDYGNACJI;OBECNOŚĆ MIEJSCA PARKINGOWEGO;STANDARD;ROK BUDOWY
2017-06-22;Gdynia; Grabówek;Lelewela;RYNEK WTÓRNY;276000;49,39;6834;9;BRAK MP;PRZECIĘTNY;lata 60-70-te XX-go wieku
2017-06-22;Gdynia; Babie Doły;Dedala;RYNEK WTÓRNY;245000;49,63;6180;4;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2017-06-22;Gdynia; Śródmieście z Portem;Zygmunta Augusta;RYNEK WTÓRNY;600000;58,79;11380;3;MIEJSCE POSTOJOWE W HALI GARAŻOWEJ;BARDZO DOBRY;2015
2017-06-23;Gdynia; Pogórze;Żeliwna;RYNEK WTÓRNY;220000;65,85;4475;4;BRAK MP;NISKI;lata 80-te XX-go wieku
2016-12-23;Gdynia; Wzgórze Św. Maksymiliana;Batalionów Chłopskich;RYNEK WTÓRNY;365000;51,56;8306;3;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2017-06-23;Gdynia; Pogórze;Żeliwna;RYNEK WTÓRNY;238000;65,6;4763;5;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2017-06-23;Gdynia; Obłuże;Płk. Dąbka;RYNEK WTÓRNY;202500;56,35;4784;1;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2017-06-23;Gdynia; Cisowa;Chylońska;RYNEK WTÓRNY;329000;61,89;6471;2;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2017-06-23;Gdynia; Dąbrowa;Słonecznikowa;RYNEK PIERWOTNY;281647;52,28;6608;2;BRAK MP;DEWELOPERSKI/DO WYKOŃCZENIA;2016-2018
2017-06-23;Gdynia; Śródmieście z Portem;Abrahama;RYNEK WTÓRNY;486796;61,29;9101;5;BRAK MP;DEWELOPERSKI/DO WYKOŃCZENIA;lata 40-50-te XX-go wieku
2017-06-26;Sopot; Sopot;Polna;RYNEK WTÓRNY;830000;60,77;14820;3;BRAK MP;WYSOKI;2010
2017-06-26;Sopot; Sopot;Wybickiego;RYNEK WTÓRNY;590000;53,64;12209;1;BRAK MP;BARDZO DOBRY;lata 30-te XX-go wieku
2017-06-26;Gdynia; Leszczynki;Dembińskiego;RYNEK WTÓRNY;290000;40,25;8552;6;BRAK MP;DOBRY;2015
2017-06-26;Sopot; Sopot;Niepodległości Al.;RYNEK WTÓRNY;295000;45,95;7699;3;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2017-06-26;Gdynia; Cisowa;Chylońska;RYNEK WTÓRNY;275000;50,65;6664;1;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2017-06-26;Gdynia; Cisowa;Botnicka;RYNEK WTÓRNY;235000;46,05;6381;4;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2017-06-26;Gdynia; Grabówek;Morska;RYNEK WTÓRNY;235000;53,74;5582;5;BRAK MP;PRZECIĘTNY;lata 60-70-te XX-go wieku
2017-06-26;Gdynia; Leszczynki;Dantyszka;RYNEK WTÓRNY;279000;56,38;6139;3;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2017-06-26;Gdynia; Redłowo;Powstania Wielkopolskiego;RYNEK WTÓRNY;235000;46,04;6382;4;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2017-06-26;Sopot; Sopot;Niepodległości Al.;RYNEK WTÓRNY;289000;45,95;7568;5;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2017-06-27;Gdynia; Obłuże;Boisko;RYNEK PIERWOTNY;413597;70,09;7015;5;BRAK MP;DEWELOPERSKI/DO WYKOŃCZENIA;2016-2018
2017-06-27;Gdynia; Kamienna Góra;Sieroszewskiego;RYNEK WTÓRNY;852500;103,99;9209;2;BRAK MP;DOBRY;lata 30-40 te XX-go wieku
2017-06-27;Gdynia; Kamienna Góra;Skargi;RYNEK WTÓRNY;605000;85,65;8120;3;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2017-06-27;Gdynia; Kamienna Góra;Marszałka Piłsudskiego Al.;RYNEK WTÓRNY;410000;62,05;7762;4;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2017-06-27;Gdynia; Leszczynki;Gen. Orlicz - Dreszera;RYNEK WTÓRNY;385000;65,75;6990;5;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2017-06-27;Sopot; Sopot;Władysława IV;RYNEK WTÓRNY;870000;114,85;8567;1;BRAK MP;DOBRY;lata 30-te XX-go wieku
2018-03-29;Gdynia; Wzgórze Św. Maksymiliana;Gen. Maczka;RYNEK WTÓRNY;300000;43,01;8287;2;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2017-06-28;Gdynia; Kamienna Góra;I Armii Wojska Polskiego;RYNEK PIERWOTNY;958333;82,19;12728;5;BRAK MP;DEWELOPERSKI/DO WYKOŃCZENIA;2016-2018
2017-06-28;Gdynia; Śródmieście z Portem;Abrahama;RYNEK WTÓRNY;370000;82,95;5526;5;BRAK MP;PRZECIĘTNY;lata 40-50-te XX-go wieku
2017-06-28;Gdynia; Działki Leśne;Szczecińska;RYNEK WTÓRNY;382000;58,66;7687;2;BRAK MP;DOBRY;lata 50-60-te XX-go wieku
2017-06-28;Gdynia; Redłowo;Legionów;RYNEK WTÓRNY;489500;79,15;7262;1;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2017-06-28;Gdynia; Wielki Kack;Gryfa Pomorskiego;RYNEK WTÓRNY;495000;78,35;7399;1;GARAŻ JEDNOSTANOWISKOWY;DOBRY;lata 90-te XX-go wieku
2017-06-28;Gdynia; Witomino;Morskiego Pułku Strzelców;RYNEK WTÓRNY;339000;67,2;6172;5;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2017-06-28;Sopot; Sopot;Sienkiewicza;RYNEK WTÓRNY;360000;57,01;7501;6;BRAK MP;DOBRY;lata 30-te XX-go wieku
2017-06-28;Gdynia; Śródmieście z Portem;Hryniewickiego;RYNEK WTÓRNY;1083333;87,35;13454;3;MIEJSCE POSTOJOWE W HALI GARAŻOWEJ;DEWELOPERSKI/DO WYKOŃCZENIA;2015
2017-06-28;Gdynia; Wielki Kack;Witosławy;RYNEK WTÓRNY;365000;72,82;6114;2;BRAK MP;PRZECIĘTNY;lata 90-te XX-go wieku
2017-06-29;Sopot; Sopot;Kościuszki;RYNEK WTÓRNY;755000;75,05;11153;6;BRAK MP;BARDZO DOBRY;lata 40-50 te XX-go wieku
2017-06-29;Gdynia; Orłowo;Bernadowska;RYNEK PIERWOTNY;502146;61;9393;3;MIEJSCE POSTOJOWE W HALI GARAŻOWEJ;DEWELOPERSKI/DO WYKOŃCZENIA;2016-2018
2017-06-29;Gdynia; Redłowo;Legionów;RYNEK WTÓRNY;505000;69,65;8366;3;BRAK MP;DOBRY;2010
2017-06-29;Sopot; Sopot;Czyżewskiego;RYNEK WTÓRNY;950000;114,03;9324;2;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2017-06-29;Gdynia; Dąbrowa;Rdestowa;RYNEK WTÓRNY;310000;66,55;5789;1;BRAK MP;PRZECIĘTNY;2010
2017-06-29;Gdynia; Śródmieście z Portem;Hryniewickiego;RYNEK WTÓRNY;750000;72,85;11397;10;MIEJSCE POSTOJOWE W HALI GARAŻOWEJ;BARDZO DOBRY;2015
2017-06-29;Gdynia; Wielki Kack;Gryfa Pomorskiego;RYNEK WTÓRNY;343000;64,55;6455;4;BRAK MP;PRZECIĘTNY;lata 90-te XX-go wieku
2017-06-29;Sopot; Sopot;Grunwaldzka;RYNEK WTÓRNY;370000;82,55;5549;2;BRAK MP;PRZECIĘTNY;lata 40-50-te XX-go wieku
2017-06-30;Gdynia; Redłowo;Powstania Styczniowego;RYNEK WTÓRNY;560000;57,99;10836;2;BRAK MP;BARDZO DOBRY;2010
2017-06-30;Gdynia; Pogórze;Kontradm. Mieszkowskiego;RYNEK WTÓRNY;195000;61,35;4337;3;BRAK MP;NISKI;lata 80-te XX-go wieku
2017-06-30;Gdynia; Redłowo;Korczaka;RYNEK WTÓRNY;330000;43,75;8846;8;BRAK MP;DOBRY;2010
2017-06-30;Gdynia; Śródmieście z Portem;Wójta Radtkego;RYNEK WTÓRNY;360000;60,17;7149;4;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2017-06-30;Gdynia; Witomino;Konwaliowa;RYNEK WTÓRNY;220000;49,87;5653;4;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2017-06-30;Gdynia; Działki Leśne;Podjazd;RYNEK WTÓRNY;298000;79,06;4848;1;BRAK MP;PRZECIĘTNY;lata 50-60-te XX-go wieku
2017-06-30;Gdynia; Pogórze;Uranowa;RYNEK WTÓRNY;300000;73,35;5190;9;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2017-07-03;Sopot; Sopot;Polna;RYNEK WTÓRNY;770000;60,95;13794;1;BRAK MP;BARDZO DOBRY;2010
2017-07-03;Gdynia; Kamienna Góra;Marszałka Piłsudskiego Al.;RYNEK WTÓRNY;360000;45,06;9278;2;BRAK MP;DOBRY;lata 30-40 te XX-go wieku
2017-07-03;Gdynia; Mały Kack;Leśna;RYNEK WTÓRNY;465000;72,7;7499;1;BRAK MP;DOBRY;2010-2015
2017-07-03;Gdynia; Redłowo;Legionów;RYNEK WTÓRNY;545000;82,35;7685;3;BRAK MP;DOBRY;2010
2017-07-03;Sopot; Sopot;Syrokomli;RYNEK WTÓRNY;545000;68,13;9122;1;BRAK MP;DOBRY;lata 30-te XX-go wieku
2017-07-03;Gdynia; Śródmieście z Portem;Starowiejska;RYNEK WTÓRNY;383000;52,28;8547;3;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2017-07-03;Gdynia; Śródmieście z Portem;Portowa;RYNEK WTÓRNY;375000;48,85;8927;4;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2017-07-03;Gdynia; Dąbrowa;Rdestowa;RYNEK WTÓRNY;320000;61,95;6321;3;BRAK MP;PRZECIĘTNY;2010
2017-07-03;Gdynia; Śródmieście z Portem;Abrahama;RYNEK WTÓRNY;555556;61,62;10173;4;BRAK MP;DEWELOPERSKI/DO WYKOŃCZENIA;lata 40-50-te XX-go wieku
2017-07-03;Sopot; Sopot;Niepodległości Al.;RYNEK WTÓRNY;445000;75,05;7023;4;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2017-07-04;Gdynia; Działki Leśne;Warszawska;RYNEK WTÓRNY;380000;51,79;8562;4;BRAK MP;DOBRY;lata 50-60-te XX-go wieku
2017-07-04;Sopot; Sopot;Kraszewskiego;RYNEK WTÓRNY;414000;56,95;8456;4;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2017-07-04;Gdynia; Redłowo;Herberta;RYNEK WTÓRNY;205000;48,65;5466;6;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2017-07-04;Gdynia; Śródmieście z Portem;Zygmunta Augusta;RYNEK WTÓRNY;1010000;79,95;13708;6;MIEJSCE POSTOJOWE W HALI GARAŻOWEJ;BARDZO DOBRY;2015
2017-07-05;Gdynia; Pogórze;Kmdr Romanowskiego;RYNEK WTÓRNY;265000;78,65;4449;5;BRAK MP;NISKI;lata 80-te XX-go wieku
2017-07-05;Sopot; Sopot;Żeromskiego;RYNEK WTÓRNY;406000;50,65;9250;1;BRAK MP;DOBRY;lata 30-te XX-go wieku
2018-03-05;Gdynia; Wzgórze Św. Maksymiliana;Batalionów Chłopskich;RYNEK WTÓRNY;355000;50,39;8282;2;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2017-07-05;Gdynia; Oksywie;Modra;RYNEK WTÓRNY;249000;48,95;6336;2;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2017-07-05;Gdynia; Śródmieście z Portem;Zygmunta Augusta;RYNEK WTÓRNY;804000;58,79;14850;3;MIEJSCE POSTOJOWE W HALI GARAŻOWEJ;WYSOKI;2015
2017-07-06;Sopot; Sopot;Bitwy Pod Płowcami;RYNEK WTÓRNY;670000;61,13;12120;2;BRAK MP;BARDZO DOBRY;lata 40-50-te XX-go wieku
2017-07-06;Sopot; Sopot;Kraszewskiego;RYNEK WTÓRNY;500000;50,15;11209;10;BRAK MP;BARDZO DOBRY;lata 70-80-te XX-go wieku
2018-08-31;Gdynia; Wzgórze Św. Maksymiliana;Świętojańska;RYNEK WTÓRNY;230000;33,75;8267;2;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2017-07-06;Sopot; Sopot;Kraszewskiego;RYNEK WTÓRNY;355000;50,76;8227;3;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2017-11-03;Gdynia; Wzgórze Św. Maksymiliana;Partyzantów;RYNEK WTÓRNY;375000;53,19;8264;2;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2017-07-06;Gdynia; Oksywie;Bosmańska;RYNEK WTÓRNY;235000;61,55;4975;3;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2017-07-06;Gdynia; Chylonia;Gniewska;RYNEK WTÓRNY;175000;48,08;4897;2;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2017-07-07;Gdynia; Śródmieście z Portem;Władysława IV;RYNEK WTÓRNY;320000;48,07;7915;2;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2017-07-07;Gdynia; Obłuże;Kwiatkowskiego;RYNEK WTÓRNY;235000;66,75;4650;5;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2017-07-07;Gdynia; Pustki Cisowskie;Skarbka;RYNEK WTÓRNY;198000;40,25;6266;4;BRAK MP;PRZECIĘTNY;2010
2017-07-07;Gdynia; Dąbrowa;Sojowa;RYNEK WTÓRNY;360000;65,85;6601;3;MIEJSCE NAZIEMNE;PRZECIĘTNY;lata 90-te XX-go wieku
2017-07-07;Gdynia; Dąbrowa;Sojowa;RYNEK WTÓRNY;195000;48,08;5313;4;BRAK MP;PRZECIĘTNY;lata 90-te XX-go wieku
2017-07-07;Gdynia; Redłowo;Powstania Wielkopolskiego;RYNEK WTÓRNY;310000;60,42;6295;3;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2017-07-07;Gdynia; Wielki Kack;Gryfa Pomorskiego;RYNEK WTÓRNY;350000;64,05;6608;2;BRAK MP;PRZECIĘTNY;lata 90-te XX-go wieku
2017-07-08;Gdynia; Cisowa;Chylońska;RYNEK WTÓRNY;223000;58,49;4989;1;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2017-07-10;Sopot; Sopot;Obrońców Westerplatte;RYNEK WTÓRNY;860000;77,65;12159;2;BRAK MP;BARDZO DOBRY;lata 60-70-te XX-go wieku
2017-07-10;Sopot; Sopot;Władysława Łokietka;RYNEK WTÓRNY;800000;77,65;11386;4;BRAK MP;BARDZO DOBRY;2015
2017-07-10;Gdynia; Dąbrowa;Paprykowa;RYNEK WTÓRNY;399000;74,15;6478;1;BRAK MP;PRZECIĘTNY;lata 90-te XX-go wieku
2017-07-10;Gdynia; Mały Kack;Przemyska;RYNEK WTÓRNY;315000;72,17;5470;1;BRAK MP;PRZECIĘTNY;lata 30-40 te XX-go wieku
2017-07-10;Gdynia; Obłuże;Unruga;RYNEK WTÓRNY;257000;51,55;6212;6;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2017-07-10;Gdynia; Witomino;Wielkokacka;RYNEK WTÓRNY;295000;56,55;6406;5;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2017-07-11;Gdynia; Oksywie;Australijska;RYNEK PIERWOTNY;376943;67,6;6702;2;BRAK MP;DEWELOPERSKI/DO WYKOŃCZENIA;2016-2018
2017-07-11;Gdynia; Pogórze;Unruga;RYNEK WTÓRNY;246000;73,26;4458;1;BRAK MP;NISKI;lata 80-te XX-go wieku
2017-07-11;Gdynia; Dąbrowa;Szafranowa;RYNEK WTÓRNY;265000;58,95;5669;2;BRAK MP;PRZECIĘTNY;lata 90-te XX-go wieku
2017-07-11;Gdynia; Pustki Cisowskie;Jeżynowa;RYNEK WTÓRNY;215000;63,76;4517;5;BRAK MP;NISKI;lata 80-te XX-go wieku
2017-07-12;Gdynia; Redłowo;Huzarska;RYNEK WTÓRNY;690000;67,57;11337;2;MIEJSCE POSTOJOWE W HALI GARAŻOWEJ;BARDZO DOBRY;2010
2017-07-12;Sopot; Sopot;Plater;RYNEK WTÓRNY;1075000;77,05;15038;1;BRAK MP;WYSOKI;lata 30-te XX-go wieku
2017-07-12;Sopot; Sopot;Gen. Dąbrowskiego;RYNEK WTÓRNY;910000;67,57;14593;3;BRAK MP;WYSOKI;lata 40-50-te XX-go wieku
2017-07-12;Sopot; Sopot;Władysława Łokietka;RYNEK PIERWOTNY;518519;50,48;11508;2;BRAK MP;DEWELOPERSKI/DO WYKOŃCZENIA;2016-2018
2017-07-12;Gdynia; Dąbrowa;Rdestowa;RYNEK WTÓRNY;364000;64,56;6779;1;BRAK MP;PRZECIĘTNY;2010
2017-07-12;Gdynia; Wielki Kack;Nowodworcowa;RYNEK WTÓRNY;445000;65,56;7923;3;MIEJSCE POSTOJOWE W HALI GARAŻOWEJ;DOBRY;2001
2017-06-06;Gdynia; Orłowo;Orłowska;RYNEK WTÓRNY;375000;51,75;8471;2;BRAK MP;DOBRY;2010
2017-07-12;Gdynia; Wielki Kack;Lesoka;RYNEK WTÓRNY;392000;72,75;6491;3;GARAŻ JEDNOSTANOWISKOWY;PRZECIĘTNY;lata 90-te XX-go wieku
2017-07-13;Gdynia; Kamienna Góra;I Armii Wojska Polskiego;RYNEK PIERWOTNY;416938;48,49;9852;3;BRAK MP;DEWELOPERSKI/DO WYKOŃCZENIA;2016-2018
2017-07-13;Gdynia; Mały Kack;Parkowa;RYNEK WTÓRNY;380000;55,65;8024;2;BRAK MP;DOBRY;2010-2015
2017-07-13;Gdynia; Oksywie;Australijska;RYNEK PIERWOTNY;326241;60,62;6545;2;BRAK MP;DEWELOPERSKI/DO WYKOŃCZENIA;2016-2018
2017-07-13;Gdynia; Cisowa;Morska;RYNEK WTÓRNY;242500;48,06;6304;4;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2017-07-13;Gdynia; Cisowa;Kcyńska;RYNEK WTÓRNY;200000;49,39;5295;1;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2017-07-13;Gdynia; Działki Leśne;Olsztyńska;RYNEK WTÓRNY;300000;56,7;6479;4;BRAK MP;PRZECIĘTNY;lata 50-60-te XX-go wieku
2017-07-13;Gdynia; Leszczynki;Majkowskiego;RYNEK WTÓRNY;308000;66,05;5796;1;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2017-07-13;Sopot; Sopot;Sienkiewicza;RYNEK WTÓRNY;360000;57,01;7501;5;BRAK MP;DOBRY;lata 30-te XX-go wieku
2017-07-13;Gdynia; Witomino;Niska;RYNEK WTÓRNY;263000;42,45;7514;11;MIEJSCE POSTOJOWE W HALI GARAŻOWEJ;DOBRY;2010
2017-07-14;Gdynia; Kamienna Góra;I Armii Wojska Polskiego;RYNEK PIERWOTNY;577909;66,63;9804;2;BRAK MP;DEWELOPERSKI/DO WYKOŃCZENIA;2016-2018
2017-07-14;Gdynia; Redłowo;Korczaka;RYNEK WTÓRNY;459000;67,55;7921;4;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2017-07-14;Gdynia; Śródmieście z Portem;3 Maja;RYNEK WTÓRNY;323000;55,95;6966;6;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2017-07-14;Gdynia; Wielki Kack;Gryfa Pomorskiego;RYNEK WTÓRNY;400000;56,75;8236;4;BRAK MP;DOBRY;2001
2017-07-14;Gdynia; Wielki Kack;Gryfa Pomorskiego;RYNEK WTÓRNY;420000;69,95;7119;3;BRAK MP;DOBRY;lata 90-te XX-go wieku
2017-07-14;Gdynia; Dąbrowa;Słonecznikowa;RYNEK PIERWOTNY;328704;60,63;6584;1;BRAK MP;DEWELOPERSKI/DO WYKOŃCZENIA;2016-2018
2017-07-14;Gdynia; Działki Leśne;Witomińska;RYNEK WTÓRNY;250000;50,35;6202;4;BRAK MP;PRZECIĘTNY;lata 50-60-te XX-go wieku
2017-07-14;Gdynia; Grabówek;Falista;RYNEK WTÓRNY;346000;63,25;6618;6;BRAK MP;PRZECIĘTNY;lata 60-70-te XX-go wieku
2017-07-14;Gdynia; Oksywie;Podchorążych;RYNEK WTÓRNY;230000;55,35;5353;2;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2017-07-14;Gdynia; Obłuże;Unruga;RYNEK WTÓRNY;210000;43,15;6177;3;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2017-07-14;Sopot; Sopot;Niepodległości Al.;RYNEK WTÓRNY;247500;50,35;6153;3;BRAK MP;PRZECIĘTNY;lata 60-70-te XX-go wieku
2017-07-17;Gdynia; Śródmieście z Portem;Abrahama;RYNEK WTÓRNY;540000;79,85;7838;3;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2017-07-17;Gdynia; Cisowa;Kcyńska;RYNEK WTÓRNY;210000;48,85;5549;4;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2017-07-18;Gdynia; Śródmieście z Portem;Chrzanowskiego;RYNEK WTÓRNY;275000;54,74;6226;1;BRAK MP;PRZECIĘTNY;lata 40-50-te XX-go wieku
2017-07-18;Gdynia; Kamienna Góra;Krasickiego;RYNEK WTÓRNY;380000;50,85;8706;3;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2017-07-18;Gdynia; Cisowa;Stokowskiego;RYNEK WTÓRNY;193000;36,56;6681;5;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2017-07-18;Gdynia; Cisowa;Kcyńska;RYNEK WTÓRNY;244000;48,85;6245;5;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2017-07-18;Gdynia; Karwiny;Buraczana;RYNEK WTÓRNY;355000;67,2;6410;3;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2017-07-19;Gdynia; Mały Kack;Wzgórze Bernadowo;RYNEK WTÓRNY;445000;48,95;10340;3;BRAK MP;BARDZO DOBRY;2010-2015
2017-08-17;Gdynia; Wzgórze Św. Maksymiliana;Wyspiańskiego;RYNEK WTÓRNY;410000;57,95;8255;11;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2017-07-19;Sopot; Sopot;Malczewskiego;RYNEK WTÓRNY;405000;47,54;9782;2;BRAK MP;BARDZO DOBRY;lata 40-50 te XX-go wieku
2017-07-19;Gdynia; Cisowa;Stokowskiego;RYNEK WTÓRNY;215000;49,98;5542;1;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2017-07-19;Gdynia; Wielki Kack;Nowodworcowa;RYNEK WTÓRNY;267000;61,35;5511;2;GARAŻ JEDNOSTANOWISKOWY;PRZECIĘTNY;lata 90-te XX-go wieku
2017-07-19;Gdynia; Witomino;Pogodna;RYNEK WTÓRNY;250000;46,15;6694;3;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2017-07-20;Gdynia; Mały Kack;Leśna;RYNEK PIERWOTNY;465800;79,82;6911;2;BRAK MP;DEWELOPERSKI/DO WYKOŃCZENIA;2016-2018
2017-07-20;Gdynia; Cisowa;Zbożowa;RYNEK WTÓRNY;345000;57,16;7221;7;BRAK MP;DOBRY;lata 80-te XX-go wieku
2017-07-20;Gdynia; Cisowa;Chylońska;RYNEK WTÓRNY;255000;51,15;6215;2;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2017-07-20;Gdynia; Karwiny;Makuszyńskiego;RYNEK WTÓRNY;499000;98,53;6088;1;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2017-07-21;Sopot; Sopot;Kościuszki;RYNEK WTÓRNY;1009700;68,11;15948;4;BRAK MP;WYSOKI;lata 40-50 te XX-go wieku
2017-07-21;Gdynia; Mały Kack;Piotrkowska;RYNEK WTÓRNY;540000;73,77;8418;2;BRAK MP;DOBRY;2010-2015
2017-07-21;Gdynia; Mały Kack;Leśna;RYNEK PIERWOTNY;439518;64,55;7950;2;BRAK MP;DEWELOPERSKI/DO WYKOŃCZENIA;2016-2018
2017-07-21;Gdynia; Karwiny;Tatarczana;RYNEK WTÓRNY;240000;56,85;5409;8;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2017-07-21;Sopot; Sopot;3 Maja;RYNEK WTÓRNY;575000;76,72;8582;2;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2017-07-21;Gdynia; Śródmieście z Portem;Władysława IV;RYNEK WTÓRNY;438000;64,31;7953;9;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2017-07-21;Gdynia; Wielki Kack;Sopocka;RYNEK PIERWOTNY;350000;57,75;7242;2;MIEJSCE NAZIEMNE;DEWELOPERSKI/DO WYKOŃCZENIA;lata 90-te XX-go wieku
2017-07-21;Gdynia; Pogórze;Manganowa;RYNEK WTÓRNY;230000;43,05;6654;5;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2017-07-21;Gdynia; Witomino;Niska;RYNEK WTÓRNY;525000;75,54;8041;7;MIEJSCE POSTOJOWE W HALI GARAŻOWEJ;DOBRY;2010
2017-07-24;Gdynia; Śródmieście z Portem;Władysława IV;RYNEK WTÓRNY;340000;58,31;7008;2;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2017-07-24;Gdynia; Cisowa;Chylońska;RYNEK WTÓRNY;247500;56,85;5541;11;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2017-07-24;Gdynia; Działki Leśne;Karpacka;RYNEK WTÓRNY;342000;62,55;6619;1;BRAK MP;PRZECIĘTNY;lata 50-60-te XX-go wieku
2017-07-24;Gdynia; Działki Leśne;Warszawska;RYNEK WTÓRNY;286000;56,76;6226;6;BRAK MP;PRZECIĘTNY;lata 50-60-te XX-go wieku
2017-07-24;Sopot; Sopot;Kujawska;RYNEK WTÓRNY;375000;65,55;6856;5;BRAK MP;PRZECIĘTNY;lata 40-50 te XX-go wieku
2017-07-25;Sopot; Sopot;Chopina;RYNEK WTÓRNY;1270000;123,88;11229;3;BRAK MP;BARDZO DOBRY;lata 40-50-te XX-go wieku
2017-07-25;Gdynia; Orłowo;Inżynierska;RYNEK PIERWOTNY;330128;48,05;8128;1;BRAK MP;DEWELOPERSKI/DO WYKOŃCZENIA;2016-2018
2017-07-25;Sopot; Sopot;Kraszewskiego;RYNEK WTÓRNY;310000;48,05;7709;1;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2018-01-19;Gdynia; Wzgórze Św. Maksymiliana;Wyspiańskiego;RYNEK WTÓRNY;410000;57,95;8255;11;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2017-07-25;Gdynia; Oksywie;Śmidowicza;RYNEK WTÓRNY;265000;72,75;4745;1;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2017-07-25;Gdynia; Chylonia;Chylońska;RYNEK WTÓRNY;190000;50,85;4969;10;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2017-07-25;Gdynia; Karwiny;Staffa;RYNEK WTÓRNY;295000;63,78;5770;4;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2017-07-26;Gdynia; Dąbrowa;Rdestowa;RYNEK WTÓRNY;415000;66,35;7386;1;BRAK MP;DOBRY;2010
2017-07-26;Gdynia; Obłuże;Unruga;RYNEK WTÓRNY;195000;63,45;4220;2;BRAK MP;NISKI;lata 80-te XX-go wieku
